SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500042,BASF INDIA  ,A ,Q,1648.00,1651.00,1605.00,1622.00,1626.55,1630.95,429,2501,4087285.00,
500043,BATA INDIA  ,A ,Q,1595.00,1600.00,1545.90,1548.25,1548.25,1590.40,3520,41074,64466875.00,
500048,BEML LTD    ,A ,Q,947.00,972.00,931.00,942.40,940.00,940.90,1755,67964,64362013.00,
500049,BHARAT ELECT,A ,Q,142.80,143.20,138.75,140.15,140.15,140.90,4819,776753,109391266.00,
500052,BHANSALI ENG,A ,Q,138.00,139.10,134.65,136.35,135.90,136.55,1343,125879,17143231.00,
500055,TATASTLBSL  ,B ,Q,41.80,43.50,40.95,43.10,43.10,41.30,1915,727557,30681979.00,
500060,BIRLACABLE  ,B ,Q,63.70,63.70,62.50,62.80,62.50,63.10,49,1512,95385.00,
500067,BLUE STAR   ,A ,Q,797.60,821.00,797.60,812.30,820.00,801.50,400,2980,2408739.00,
500068,DISA INDIA  ,X ,Q,4050.00,4050.00,3978.00,4035.00,4035.00,3995.00,37,267,1074744.00,
500069,BNK CAPITAL ,X ,Q,114.90,114.90,110.00,110.00,110.00,110.80,55,12549,1404486.00,
500074,BPL LTD.    ,B ,Q,22.90,22.95,22.30,22.95,22.95,20.90,175,30675,702723.00,
500078,OAL         ,B ,Q,606.05,606.05,586.65,595.40,595.40,601.20,299,2667,1589322.00,
500083,CENTURY EXT ,B ,Q,5.06,5.24,4.85,4.89,4.96,4.92,245,57844,295905.00,
500084,CESC LTD.   ,A ,Q,625.00,625.00,607.70,609.05,611.10,615.80,576,10925,6693643.00,
500085,CHAMBAL FERT,A ,Q,264.00,265.00,245.40,246.80,246.80,262.90,3188,170153,42702103.00,
500086,EXIDE IND.  ,A ,Q,205.00,207.30,202.40,203.95,203.95,203.40,4930,366477,75104973.00,
500087,CIPLA LTD.  ,A ,Q,842.70,854.55,831.35,847.60,848.00,834.45,6220,234346,198116452.00,
500089,DIC INDIA   ,B ,Q,394.60,398.40,394.60,396.55,396.00,394.30,30,327,129566.00,
500092,CRISIL LTD  ,A ,Q,1932.45,1951.60,1915.25,1919.30,1922.70,1922.95,309,1108,2144852.00,
500093,CGPOWER     ,B ,Q,43.55,44.30,42.00,42.60,42.60,43.50,675,228558,9794757.00,
500096,DABUR (I)   ,A ,Q,525.10,528.60,517.60,521.80,521.80,526.15,4204,85219,44455326.00,
500097,DALMIASUG   ,A ,Q,142.70,144.55,138.00,141.75,142.40,140.95,333,16474,2326920.00,
500101,ARVIND Ltd  ,A ,Q,51.90,55.50,51.90,54.75,54.75,51.85,2500,853779,45932159.00,
500102,BALARPUR IND,Z ,Q,1.42,1.45,1.36,1.38,1.38,1.42,506,1245908,1740385.00,
500103,BHEL        ,A ,Q,42.90,44.15,41.30,43.55,43.55,42.20,12864,8897214,379216451.00,
500104,HIND.PETRO  ,A ,Q,232.00,233.00,224.50,225.30,225.30,229.45,2476,262904,60212376.00,
500106,IFCI LTD    ,A ,Q,9.25,9.55,9.08,9.13,9.13,8.98,18460,656970,6077912.00,
500108,MAHA.TELE   ,B ,Q,13.25,13.25,12.84,12.88,12.88,13.09,335,127173,1647273.00,
500109,MRPL        ,A ,Q,36.05,37.00,35.20,35.45,35.45,36.15,809,184175,6577267.00,
500110,CHENNAI PET.,A ,Q,96.00,96.75,92.40,93.10,93.10,95.70,654,52414,4919150.00,
500111,REL.CAP.    ,B ,Q,11.23,11.36,10.31,10.53,10.53,11.09,2131,840387,8940812.00,
500112,STATE BANK  ,A ,Q,386.00,408.35,385.20,393.05,393.05,355.10,97876,10611010,4226621612.00,
500113,STEEL AUTH. ,A ,Q,65.30,65.90,62.30,64.95,64.95,64.45,6971,2713936,174865717.00,
500114,TITAN       ,A ,Q,1511.00,1538.35,1504.80,1510.05,1510.05,1514.00,4543,79109,120508686.00,
500116,IDBI BANK L ,A ,Q,30.95,31.40,29.25,29.85,29.85,30.65,2252,1100178,33691622.00,
500117,DCW LTD.    ,B ,Q,20.50,20.85,20.00,20.05,20.05,20.25,164,43900,886935.00,
500119,DHAMPUR SUGA,A ,Q,169.00,172.10,168.00,168.95,168.95,169.90,589,31965,5436561.00,
500120,DIAMINES&CHM,X ,Q,373.95,373.95,315.00,326.60,328.00,368.80,2019,79957,26556688.00,
500123,ELANTAS     ,A ,Q,2994.00,2994.00,2866.00,2901.10,2900.00,2974.05,94,978,2850794.00,
500124,DR.REDDY'S  ,A ,Q,4700.00,4829.90,4628.00,4800.95,4800.95,4665.70,5318,54529,259347820.00,
500125,E.I.D.PAR   ,A ,Q,344.80,351.50,340.50,342.30,345.50,339.90,969,39166,13581199.00,
500126,PGHL        ,A ,Q,7140.45,7194.70,7022.30,7163.35,7185.00,7091.45,307,515,3688253.00,
500128,ELEC.CASTING,B ,Q,22.45,22.80,22.05,22.45,22.45,22.10,142,31168,699053.00,
500133,ESAB INDIA  ,A ,Q,2088.70,2120.00,1961.35,1981.50,1981.50,2075.45,766,2901,5869794.00,
500135,EPL         ,A ,Q,224.50,224.50,213.30,214.15,214.15,219.00,2487,50457,10936454.00,
500136,ESTER INDUS.,B ,Q,106.65,108.00,104.25,106.25,106.75,106.10,668,29696,3159514.00,
500144,FINOL. CABLE,A ,Q,374.60,374.60,370.00,372.15,372.00,370.95,222,5781,2146997.00,
500147,COCKERILL   ,X ,Q,850.00,850.00,828.70,830.60,830.60,847.35,16,439,367835.00,
500148,UFLEX LTD   ,A ,Q,351.10,357.85,347.30,348.15,349.05,351.70,1483,30655,10781014.00,
500150,FOSECO INDIA,B ,Q,1310.05,1320.00,1282.00,1289.80,1290.00,1309.45,57,258,337454.00,
500151,GOLDEN TOB  ,B ,Q,47.85,48.95,46.50,47.50,47.50,48.75,118,6083,292363.00,
500153,GANESH BENZO,X ,Q,64.00,65.00,62.20,63.25,63.25,63.30,306,59996,3820238.00,
500159,METROGLOBL  ,X ,Q,53.00,53.00,51.00,51.70,51.55,53.65,20,415,21691.00,
500160,GTL LTD.    ,B ,Q,7.20,7.20,6.80,6.91,6.90,7.10,77,36229,251992.00,
500163,GODFREY PH  ,A ,Q,965.00,965.00,930.00,936.65,934.90,959.75,615,12865,12118271.00,
500164,GODREJ IND  ,A ,Q,464.00,468.60,432.00,463.55,463.25,459.65,1455,32136,14872339.00,
500165,KANSAI NERO ,A ,Q,580.00,591.75,575.20,584.40,587.00,585.75,951,25054,14619229.00,
500166,GOODRICKE   ,X ,Q,265.05,269.90,260.25,262.05,264.50,264.45,153,8876,2346489.00,
500168,GOODYEAR (I),A ,Q,988.70,1001.55,966.05,970.20,973.95,988.95,546,5477,5379887.00,
500170,GTN INDUS   ,B ,Q,11.96,11.96,11.37,11.37,11.37,11.96,4,1499,17692.00,
500171,GHCL LTD    ,A ,Q,214.00,215.80,208.60,209.50,210.15,212.15,197,8090,1712532.00,
500173,GFLLIMITED  ,A ,Q,88.10,88.10,85.70,85.70,85.90,87.65,123,4320,373062.00,
500174,GUJ.LEASE   ,B ,Q,2.61,2.80,2.61,2.71,2.71,2.81,28,14876,39730.00,
500179,HCL INFOSYS ,B ,Q,10.20,10.20,9.50,9.64,9.64,9.95,860,198606,1935060.00,
500180,HDFC BANK   ,A ,Q,1578.15,1618.40,1550.75,1596.85,1596.85,1578.15,11683,343283,547924172.00,
500182,HEROMOTOCO  ,A ,Q,3509.00,3575.00,3365.55,3428.30,3427.50,3440.65,9281,90177,310771827.00,
500183,HFCL        ,A ,Q,26.75,27.35,25.85,26.90,26.90,26.45,2272,1158193,30787207.00,
500184,HSCL        ,A ,Q,48.00,48.55,46.75,47.30,47.30,47.80,889,236418,11227121.00,
500185,HIND.CONSTN.,A ,Q,8.38,8.46,8.20,8.24,8.24,8.36,973,429498,3570760.00,
500186,HIND.OIL EXP,A ,Q,87.25,87.70,85.20,86.15,86.25,85.65,666,58483,5057476.00,
500187,HSIL        ,B ,Q,176.00,188.05,165.30,172.45,172.45,180.10,2049,128208,22501102.00,
500188,HINDUS.ZI   ,A ,Q,296.90,296.90,287.45,293.50,293.50,294.65,1179,75507,22062748.00,
500189,NXTDIGITAL  ,B ,Q,537.90,537.90,526.25,526.25,526.25,533.05,35,398,211254.00,
500191,HMT LTD.    ,Z ,Q,24.20,24.65,24.20,24.65,24.65,23.50,53,9738,240001.00,
500192,PRAG BOSIMI ,XT,Q,2.08,2.08,2.08,2.08,2.08,2.08,7,1208,2512.00,
500193,HLVLTD      ,B ,Q,6.01,6.05,5.98,6.04,6.01,6.02,85,36402,219402.00,
500199,I.G.PETRO   ,B ,Q,444.00,465.30,435.65,438.10,438.35,436.60,690,14155,6320727.00,
500201,IND.GLYCOLS ,A ,Q,426.45,437.15,418.70,432.15,432.75,426.45,525,17968,7716120.00,
500202,IND.LEAS.DEV,X ,Q,10.90,10.90,10.90,10.90,10.90,10.92,2,101,1100.00,
500206,MARGO FIN   ,X ,Q,7.10,7.10,7.10,7.10,7.10,7.15,2,700,4970.00,
500207,INDO RAMA   ,B ,Q,33.15,33.70,32.00,32.20,32.20,33.10,98,7778,255636.00,
500209,INFOSYS LTD ,A ,Q,1286.00,1288.00,1262.30,1272.30,1272.30,1279.70,15279,249847,317230501.00,
500210,INGERSOLL   ,A ,Q,745.90,750.00,732.00,740.80,741.00,742.45,306,1991,1476738.00,
500211,INSILCO LTD.,X ,Q,9.25,9.30,9.01,9.02,9.01,9.24,33,6367,57971.00,
500212,INTEG.FIN.SE,XT,Q,28.85,31.50,28.85,31.50,31.50,30.35,2,101,2916.00,
500213,INTER.TRAVEL,X ,Q,57.60,60.00,57.00,58.50,57.60,58.20,57,5181,301700.00,
500214,ION EXCHANGE,A ,Q,1235.00,1271.95,1214.00,1221.80,1221.80,1235.55,1526,68119,85118162.00,
500215,AGRO TECH FO,A ,Q,841.45,850.00,828.70,837.95,831.90,842.85,114,420,352402.00,
500219,JAIN IRRIG  ,A ,Q,20.50,20.50,19.65,19.75,19.75,20.00,826,421749,8415208.00,
500220,JASCH INDUST,X ,Q,51.65,51.70,49.55,51.70,51.70,47.00,249,118736,6111186.00,
500223,JCT LTD     ,X ,Q,1.05,1.05,0.95,0.99,1.00,1.00,787,5237574,5264515.00,
500227,JINDAL POLYF,A ,Q,481.15,482.15,472.25,475.30,475.30,479.35,777,10515,5032899.00,
500228,JSWSL       ,A ,Q,402.00,406.45,389.10,402.25,402.25,400.35,6549,429017,171552891.00,
500231,UMANG DAIR  ,B ,Q,61.70,65.25,60.65,60.85,60.80,60.75,55,3344,212146.00,
500233,KAJARIA CER.,A ,Q,895.00,909.00,879.75,901.10,897.35,896.35,1249,17424,15512329.00,
500234,KAKATIYA CEM,B ,Q,168.10,168.20,165.00,166.30,165.65,170.80,217,2076,344610.00,
500235,KALYANI STEL,A ,Q,291.00,293.05,282.00,284.85,285.95,287.25,555,15559,4466993.00,
500238,WHIRLPOOL   ,A ,Q,2475.00,2625.00,2411.00,2429.85,2439.00,2447.70,2768,19505,47952065.00,
500239,KG DENIM    ,X ,Q,32.00,32.75,29.10,30.35,30.45,30.70,205,68582,2074115.00,
500240,KINETIC ENG.,XT,Q,30.80,30.95,29.60,30.20,30.95,29.50,52,8920,275600.00,
500241,KIRL.BROS.  ,B ,Q,156.00,164.75,151.95,159.75,160.45,154.30,1687,74074,11772055.00,
500243,KIRL INDUS  ,B ,Q,870.00,918.00,861.20,899.00,899.00,840.20,85,447,397349.00,
500245,KIRL.FERROUS,B ,Q,147.50,148.50,145.00,146.65,147.50,147.30,644,18039,2636753.00,
500246,ENVAIN ELECT,X ,Q,34.85,36.00,34.85,35.50,35.50,34.85,4,22,788.00,
500247,KOTAK MAH.BK,A ,Q,1921.00,1997.90,1915.00,1982.55,1982.55,1911.25,28410,786773,1552465464.00,
500249,KSB         ,A ,Q,661.70,678.00,652.15,658.30,660.90,654.95,348,1668,1113451.00,
500250,L.G.BALKRISH,A ,Q,335.75,339.70,322.80,326.35,329.00,333.30,414,10734,3524998.00,
500251,TRENT LTD.  ,A ,Q,677.90,692.50,668.05,686.70,686.70,668.85,2071,47877,32633562.00,
500252,LAXMIMACH   ,A ,Q,5999.00,6050.00,5870.75,5948.70,5950.00,5982.45,535,1370,8179362.00,
500253,LIC HOUS.FIN,A ,Q,455.00,458.25,431.05,433.25,433.25,452.40,8603,480109,213742096.00,
500257,LUPIN LTD.  ,A ,Q,1064.00,1081.00,1043.40,1069.40,1072.00,1051.00,5389,173204,183752560.00,
500259,LYKA LABS   ,T ,Q,30.40,30.40,29.00,29.20,29.20,29.70,25,2456,71875.00,
500260,RAMCOCEM    ,A ,Q,865.20,897.30,860.95,871.10,871.10,867.50,1876,48639,42719218.00,
500264,MAFATLAL IND,X ,Q,105.00,105.00,101.50,101.75,101.75,102.65,53,1614,165077.00,
500265,MAH.SEAMLESS,A ,Q,294.40,295.30,283.10,284.10,285.00,293.95,393,6733,1957459.00,
500266,MAH.SCOOTER ,A ,Q,3870.55,3973.45,3832.60,3860.35,3861.00,3850.70,453,1453,5673360.00,
500267,MAJESTIC AUT,X ,Q,113.55,120.00,113.55,115.15,116.00,117.70,69,5038,590041.00,
500268,MANALI PETRO,B ,Q,37.50,38.80,36.80,37.95,37.95,37.15,496,84289,3198966.00,
500271,MFSL        ,A ,Q,723.50,728.80,705.95,715.50,715.50,719.95,2017,62731,44827658.00,
500277,MID INDIA IN,XT,Q,1.22,1.28,1.22,1.28,1.28,1.22,8,793,984.00,
500279,MIRC ELECT  ,B ,Q,10.81,11.56,10.80,11.48,11.48,11.01,190,85932,966655.00,
500280,CENTURY ENKA,B ,Q,248.95,259.30,242.15,253.30,254.00,246.55,1112,32522,8229109.00,
500284,LORDS CHLORO,XT,Q,33.60,33.60,32.95,33.50,33.50,33.60,4,280,9375.00,
500285,SPICEJET LTD,A ,Q,88.00,91.95,88.00,88.40,88.40,87.20,7695,1056679,94784089.00,
500288,MOREPEN LAB.,A ,Q,30.20,30.20,29.15,29.30,29.55,29.85,390,145981,4306426.00,
500290,MRF LTD.    ,A ,Q,93499.90,93599.95,90301.00,90698.70,91015.40,92242.70,1762,2251,206489898.00,
500292,HEIDEL CEM  ,A ,Q,238.55,241.40,235.05,239.15,240.00,238.55,550,13095,3110763.00,
500294,NCC         ,A ,Q,75.00,85.55,74.15,83.10,83.10,75.20,11241,3238538,261752755.00,
500295,VEDL        ,A ,Q,180.10,180.10,172.60,174.35,174.35,176.30,3794,631379,110787120.00,
500296,NAHAR SPG.  ,B ,Q,90.00,90.00,78.00,82.40,83.90,82.35,135,11563,992491.00,
500298,NAT.PEROXIDE,A ,Q,2015.95,2015.95,1945.00,1953.80,1960.00,1988.55,893,7610,14935957.00,
500300,GRASIM IND. ,A ,Q,1195.00,1208.55,1174.45,1185.85,1187.90,1186.65,2429,70186,83469252.00,
500302,PEL         ,A ,Q,1522.00,1579.00,1522.00,1543.65,1543.65,1522.40,8596,137288,213457365.00,
500304,NIIT LTD.   ,A ,Q,199.85,201.80,193.80,195.55,195.55,198.50,825,51088,10098482.00,
500306,JAYKAY      ,XT,Q,19.80,19.80,19.10,19.20,19.20,19.45,676,1139385,22100475.00,
500307,NIRLON      ,A ,Q,297.00,297.00,284.85,285.00,285.00,282.80,42,2993,853022.00,
500312,ONGC CORPN  ,A ,Q,98.60,99.90,96.80,97.65,97.65,97.70,17172,3131549,307843590.00,
500314,ORIENT HOTEL,B ,Q,23.50,24.50,23.40,23.80,23.80,23.30,84,3233,77340.00,
500317,OSWAL AGRO. ,B ,Q,11.17,11.17,10.65,10.86,10.89,10.81,92,18373,200494.00,
500319,INDIAN SUCRO,X ,Q,24.10,25.55,24.10,25.50,25.50,24.85,20,10659,272072.00,
500325,RELIANCE    ,A ,Q,1933.00,1944.20,1920.00,1924.00,1924.00,1923.95,17712,322014,621729484.00,
500327,PILITA      ,B ,Q,12.74,13.00,12.05,12.53,12.70,12.20,126,57137,713297.00,
500330,RAYMOND     ,A ,Q,349.00,349.00,337.00,340.80,341.00,343.00,768,43334,14812621.00,
500331,PIDILITE    ,A ,Q,1760.00,1764.00,1725.15,1729.70,1729.70,1759.75,1581,17368,30141833.00,
500333,PIX TRANS   ,X ,Q,385.00,385.00,358.00,362.10,362.10,376.50,695,31995,11780294.00,
500335,BIRLA CORPN.,A ,Q,828.00,842.70,800.95,830.80,828.00,821.00,3105,48717,40112054.00,
500336,SURYA ROSHNI,A ,Q,339.00,348.00,326.30,331.40,331.40,333.65,576,10558,3538303.00,
500337,PRIME SECUR.,B ,Q,41.50,43.00,41.20,42.65,42.40,41.75,270,11877,504444.00,
500338,PRSMJOHNSN  ,A ,Q,102.70,103.00,97.30,97.80,97.80,102.85,404,33343,3299336.00,
500339,RAIN        ,A ,Q,135.95,135.95,130.10,130.95,131.95,133.65,880,123635,16348544.00,
500343,AMJLAND     ,B ,Q,26.80,28.20,26.10,26.50,26.50,27.50,33,5687,151574.00,
500346,PUN.COMMUNI.,B ,Q,22.00,25.70,21.80,24.25,24.25,23.45,14,1198,26457.00,
500350,RSWM  LTD   ,B ,Q,158.55,165.00,158.10,159.00,158.10,164.85,99,6427,1030179.00,
500354,RAJSH.SUGAR ,B ,Q,16.20,16.90,16.20,16.50,16.50,15.55,69,5553,92636.00,
500355,RALLIS INDIA,A ,Q,270.00,275.10,269.25,271.20,271.20,269.25,3212,90336,24567824.00,
500356,RAMANEWS    ,B ,Q,15.26,15.26,14.60,14.79,14.79,15.10,21,2760,41394.00,
500357,RAMA PAPER  ,XT,Q,14.26,14.77,14.25,14.25,14.25,14.49,12,2605,37971.00,
500360,RAPICUT CARB,X ,Q,28.40,29.00,27.00,27.90,27.90,27.35,31,6022,170558.00,
500365,WELSPLSOL   ,X ,Q,10.90,11.20,10.21,10.56,10.56,10.98,185,97231,1057096.00,
500366,ROLTA (I)   ,B ,Q,4.18,4.18,4.10,4.14,4.15,4.18,8094,95506,394773.00,
500367,RUBFILA INT.,X ,Q,59.90,60.50,56.80,57.70,57.30,58.50,312,45286,2607890.00,
500368,RUCHI SOYA  ,B ,Q,736.70,736.70,675.25,695.45,695.45,701.65,1722,39867,28551498.00,
500370,SALORA INT. ,XT,Q,26.75,26.75,25.80,25.80,25.80,25.70,4,193,5095.00,
500378,JINDAL SAW  ,A ,Q,79.00,79.90,75.10,75.60,75.60,77.60,803,116921,9033953.00,
500380,JK LAKSHMI  ,A ,Q,358.95,360.00,347.50,350.20,350.85,357.60,450,18447,6524075.00,
500387,SHREE CEMENT,A ,Q,26975.00,27301.05,26618.30,26715.90,26760.10,27185.50,986,2278,61309068.00,
500390,REL INFRA   ,A ,Q,34.00,34.05,31.60,33.40,33.05,32.55,1690,525616,17334277.00,
500400,TATA POWER  ,A ,Q,91.00,91.50,85.00,87.40,87.40,89.65,36614,7665636,673088003.00,
500402,SPMLINFRA   ,B ,Q,15.40,15.40,13.81,14.02,14.35,14.60,45,8521,121137.00,
500403,SUNDARAM FAS,A ,Q,608.80,613.70,597.30,603.90,603.90,604.05,673,7389,4458808.00,
500404,SUNFLAG IRON,A ,Q,61.30,62.25,60.15,61.10,61.50,60.85,270,25550,1559421.00,
500405,SUPREME PET ,A ,Q,372.80,377.75,359.55,362.90,362.90,371.30,419,6783,2482404.00,
500407,SWARAJ ENGIN,A ,Q,1310.00,1316.00,1293.70,1297.80,1298.00,1296.45,378,1527,1991420.00,
500408,TATA ELXSI  ,A ,Q,2868.80,2868.80,2800.00,2817.95,2817.95,2826.90,2542,26786,75702052.00,
500410,ACC LTD     ,A ,Q,1760.00,1761.40,1715.45,1723.45,1724.45,1749.50,2869,40072,69726222.00,
500411,THERMAX     ,A ,Q,1210.30,1285.30,1137.00,1171.15,1171.15,1210.30,5991,64694,78596563.00,
500412,THIRUMALAI  ,A ,Q,99.10,99.45,96.90,97.85,97.85,98.70,396,40923,4010668.00,
500413,THOMAS COOK ,A ,Q,49.00,49.25,45.50,45.75,45.60,46.25,1012,152104,7150406.00,
500414,TIMEX GROUP ,X ,Q,28.50,31.45,28.00,31.30,31.30,28.60,487,527465,16005886.00,
500418,TOKYO PLAST ,B ,Q,74.25,74.95,73.10,74.20,74.20,76.35,101,7306,540461.00,
500420,TORRENT PHAR,A ,Q,2748.00,2765.00,2638.80,2751.50,2765.00,2682.55,2509,18092,49059434.00,
500422,TRANSCHEM   ,X ,Q,23.00,23.00,19.05,20.50,20.50,20.10,24,821,16626.00,
500425,AMBUJA CEME ,A ,Q,272.75,275.50,268.60,271.25,271.25,272.60,3131,332403,90532385.00,
500426,UTLINDS     ,XT,Q,13.65,15.00,13.65,14.97,15.00,14.29,70,219255,3011819.00,
500429,UNIPHOS ENT.,B ,Q,83.45,83.45,80.10,81.60,81.60,82.15,146,9039,729960.00,
500439,VARD HOLDNG ,B ,Q,1405.00,1405.00,1354.60,1371.70,1373.90,1378.90,28,76,104421.00,
500440,HINDALCO    ,A ,Q,262.75,266.00,255.95,262.00,262.00,261.90,5910,687686,179991413.00,
500444,WEST COAS PA,A ,Q,189.00,189.00,183.30,184.55,185.50,186.05,359,12265,2275049.00,
500449,HIND.ORG.CHM,T ,Q,24.80,25.00,23.85,24.05,24.00,24.80,235,35837,870950.00,
500450,MPIL CORP L ,X ,Q,257.20,257.25,255.00,257.25,257.25,245.00,17,715,183703.00,
500456,PAS.ACRYLON ,X ,Q,12.15,12.50,12.13,12.24,12.33,12.49,80,13973,171223.00,
500458,KORE        ,XT,Q,2.52,2.52,2.28,2.52,2.52,2.40,21,8826,20266.00,
500459,PROCTER &GAM,A ,Q,12474.50,12474.50,12099.75,12336.35,12276.40,12288.95,432,718,8779922.00,
500460,MUKAND LTD. ,B ,Q,68.90,68.90,66.50,66.85,66.65,64.85,206,12711,860275.00,
500463,AGCNET      ,B ,Q,888.00,908.00,845.00,845.65,864.00,868.15,181,1765,1563341.00,
500464,UCAL FUEL   ,B ,Q,134.45,134.60,130.40,131.75,131.75,133.10,317,6695,886958.00,
500467,HARR.MALAYAL,B ,Q,125.55,126.85,115.50,116.45,116.45,124.55,541,18263,2193836.00,
500469,FEDERAL BANK,A ,Q,85.65,87.25,82.85,83.15,83.15,85.50,4169,1947537,165525305.00,
500470,TATA STEEL  ,A ,Q,657.00,690.00,651.50,685.15,685.15,656.10,33109,1778404,1196848449.00,
500472,SKF INDIA   ,A ,Q,2038.70,2076.75,1955.90,2017.10,2017.10,1998.65,1756,11106,22317329.00,
500477,ASHOK LEYL. ,A ,Q,135.90,137.50,130.20,131.70,131.70,135.90,9468,1621899,216366303.00,
500480,CUMMINS (I) ,A ,Q,782.55,795.00,778.05,787.10,785.65,785.80,2581,80810,63567014.00,
500483,TATA COMM   ,A ,Q,1064.90,1064.95,1023.90,1037.45,1034.25,1051.75,622,9422,9857956.00,
500488,ABBOTT (I)  ,A ,Q,14481.00,14547.85,14350.00,14486.25,14500.00,14486.95,274,914,13207080.00,
500490,BAJ HOLD INV,A ,Q,3425.00,3525.00,3418.20,3461.95,3464.60,3420.45,1312,4684,16272420.00,
500493,BHARAT FORGE,A ,Q,631.00,645.40,615.55,617.85,620.00,629.05,2848,92818,58246394.00,
500495,ESCORTS LTD.,A ,Q,1424.95,1444.90,1392.00,1400.80,1400.10,1401.50,3559,81220,114530430.00,
500500,HIND.MOTORS ,T ,Q,6.55,6.55,5.95,5.95,5.95,6.26,101,28146,169237.00,
500510,LARSEN & TOU,A ,Q,1543.90,1547.00,1511.65,1516.45,1516.45,1529.45,6308,139296,212863127.00,
500520,MAH & MAH   ,A ,Q,884.00,884.00,841.50,865.60,865.60,866.50,15076,574679,494128885.00,
500530,BOSCH LTD   ,A ,Q,16493.95,16585.00,16074.20,16178.15,16178.15,16333.00,724,1850,30078411.00,
500540,PREMIER LTD ,T ,Q,4.39,4.39,4.39,4.39,4.39,4.50,1,1,4.00,
500547,BHARAT PET. ,A ,Q,419.55,422.25,413.15,415.05,415.05,418.90,4684,289135,120467312.00,
500550,SIEMENS LTD.,A ,Q,1850.00,1867.15,1813.95,1837.95,1831.25,1849.45,1817,18801,34591203.00,
500570,TATA MOTORS ,A ,Q,328.90,329.90,312.85,315.90,315.90,326.10,45011,5787491,1847729523.00,
500575,VOLTAS LTD  ,A ,Q,1009.00,1041.30,989.90,1000.60,1000.10,1003.10,3175,105796,106794485.00,
500620,GREAT EASTE ,A ,Q,261.75,266.55,259.75,261.25,261.25,261.75,234,5157,1356789.00,
500645,DEEPAK FERT.,A ,Q,167.75,168.85,162.30,163.40,162.85,167.35,482,35989,5926548.00,
500650,EXCEL INDUST,A ,Q,837.95,863.05,837.95,844.70,845.10,849.05,434,3347,2840250.00,
500655,GARWARE POLY,X ,Q,476.00,495.00,448.00,484.40,484.40,464.55,1016,130341,62454040.00,
500660,GLAXOSMITH  ,A ,Q,1460.00,1472.00,1426.70,1431.45,1431.45,1455.75,1252,5914,8555301.00,
500670,GUJ.NARMADA ,A ,Q,239.05,240.00,226.70,227.85,227.85,230.85,4943,293764,68020434.00,
